Subject,Release,Acquisition,Gender,Age,3T_Full_MR_Compl,7T_Full_MR_Compl,MEG_FullProt_Compl,age_group,strata
134829,S900,Q11,F,31-35,True,True,False,31-35,31-35_F
164636,S900,Q09,M,22-25,True,True,True,22-25,22-25_M
141422,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
668361,S900,Q09,M,31-35,True,False,False,31-35,31-35_M
149539,Q2,Q02,M,22-25,True,False,False,22-25,22-25_M
175136,S1200,Q12,F,22-25,True,False,False,22-25,22-25_F
107725,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
127226,S1200,Q08,M,22-25,True,False,False,22-25,22-25_M
107422,S500,Q07,M,22-25,True,False,False,22-25,22-25_M
856766,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
615744,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
159744,S900,Q11,M,31-35,True,False,False,31-35,31-35_M
207123,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
139839,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
148133,S900,Q10,F,26-30,True,True,False,26-30,26-30_F
143224,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
627852,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
626648,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
837560,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
221319,Q2,Q03,F,26-30,True,True,False,26-30,26-30_F
932554,Q2,Q02,M,26-30,True,False,False,26-30,26-30_M
788876,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
188145,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
163836,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
162228,S500,Q07,M,22-25,True,False,False,22-25,22-25_M
238033,S1200,Q09,M,31-35,True,False,False,31-35,31-35_M
119126,S900,Q11,F,22-25,True,False,False,22-25,22-25_F
783462,MEG2,Q08,M,22-25,True,True,True,22-25,22-25_M
412528,S500,Q04,F,31-35,True,True,False,31-35,31-35_F
198451,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
168745,S900,Q11,F,22-25,True,False,False,22-25,22-25_F
131217,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
788674,S1200,Q11,F,31-35,True,False,False,31-35,31-35_F
394956,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
135225,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
185139,Q2,Q01,F,31-35,True,False,False,31-35,31-35_F
162733,Q3,Q04,F,26-30,True,False,False,26-30,26-30_F
990366,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
917558,S900,Q12,F,31-35,True,False,False,31-35,31-35_F
136833,Q2,Q02,M,31-35,True,False,False,31-35,31-35_M
206222,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
194645,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
122822,S900,Q07,F,31-35,True,False,False,31-35,31-35_F
103212,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
680452,S1200,Q13,F,31-35,True,False,False,31-35,31-35_F
911849,S1200,Q13,F,31-35,True,False,False,31-35,31-35_F
165941,S1200,Q09,F,26-30,True,False,False,26-30,26-30_F
128935,S900,Q09,M,31-35,True,True,False,31-35,31-35_M
871964,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
436845,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
173334,S500,Q04,M,26-30,True,True,False,26-30,26-30_M
181232,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
922854,S500,Q07,M,26-30,True,False,False,26-30,26-30_M
617748,S900,Q11,F,26-30,True,True,False,26-30,26-30_F
124624,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
125424,S1200,Q11,F,31-35,True,False,False,31-35,31-35_F
209127,S900,Q07,F,31-35,True,False,False,31-35,31-35_F
763557,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
709551,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
146735,S1200,Q12,F,31-35,True,True,False,31-35,31-35_F
112112,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
285446,S500,Q06,M,31-35,True,False,False,31-35,31-35_M
268850,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
194847,S500,Q04,F,31-35,True,False,False,31-35,31-35_F
512835,MEG2,Q07,M,31-35,True,False,False,31-35,31-35_M
770352,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
449753,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
108020,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
214524,S900,Q09,M,22-25,True,True,False,22-25,22-25_M
143830,S1200,Q06,F,26-30,True,False,False,26-30,26-30_F
803240,S900,Q09,M,22-25,True,False,False,22-25,22-25_M
207426,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
432332,S900,Q10,F,31-35,True,False,False,31-35,31-35_F
132017,S900,Q08,F,22-25,True,False,False,22-25,22-25_F
660951,MEG2,Q08,F,26-30,True,False,True,26-30,26-30_F
702133,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
734045,Q2,Q03,M,22-25,True,False,False,22-25,22-25_M
178647,S900,Q08,F,31-35,True,True,False,31-35,31-35_F
131924,Q3,Q03,M,22-25,True,False,False,22-25,22-25_M
654754,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
158338,S900,Q08,M,22-25,True,False,False,22-25,22-25_M
145834,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
161327,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
256540,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
415837,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
153227,S900,Q12,F,31-35,True,False,False,31-35,31-35_F
597869,S900,Q11,M,31-35,True,False,False,31-35,31-35_M
852455,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
567961,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
