Subject,Release,Acquisition,Gender,Age,3T_Full_MR_Compl,7T_Full_MR_Compl,MEG_FullProt_Compl,age_group,strata
958976,S500,Q05,M,26-30,True,True,False,26-30,26-30_M
148133,S900,Q10,F,26-30,True,True,False,26-30,26-30_F
187547,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
867468,S900,Q07,M,22-25,True,False,False,22-25,22-25_M
361234,S900,Q12,F,31-35,True,False,False,31-35,31-35_F
385046,S1200,Q09,M,26-30,True,True,False,26-30,26-30_M
138130,S1200,Q09,F,31-35,True,False,False,31-35,31-35_F
224022,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
469961,S1200,Q13,F,26-30,True,False,False,26-30,26-30_F
196144,Q2,Q02,F,31-35,True,True,False,31-35,31-35_F
103212,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
285345,S500,Q07,F,31-35,True,False,False,31-35,31-35_F
221319,Q2,Q03,F,26-30,True,True,False,26-30,26-30_F
160123,Q3,Q03,M,31-35,True,False,False,31-35,31-35_M
837964,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
113316,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
129331,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
220721,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
397861,S500,Q06,M,31-35,True,False,False,31-35,31-35_M
199150,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
201515,S900,Q09,M,26-30,True,True,False,26-30,26-30_M
211417,Q3,Q03,M,36+,True,False,False,36+,36+_M
210617,Q1,Q02,F,31-35,True,False,False,31-35,31-35_F
139435,S1200,Q13,F,26-30,True,False,False,26-30,26-30_F
146129,MEG2,Q08,M,22-25,True,True,False,22-25,22-25_M
156233,Q3,Q03,F,22-25,True,False,False,22-25,22-25_F
773257,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
561949,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
212318,Q2,Q02,F,31-35,True,False,True,31-35,31-35_F
204016,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
618952,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
756055,Q3,Q03,M,22-25,True,False,False,22-25,22-25_M
397154,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
570243,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
111514,MEG2,Q02,M,31-35,True,True,False,31-35,31-35_M
134425,S900,Q07,F,26-30,True,False,False,26-30,26-30_F
209329,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
588565,S900,Q09,M,31-35,True,False,False,31-35,31-35_M
199453,S500,Q05,M,22-25,True,False,False,22-25,22-25_M
245333,Q3,Q03,F,31-35,True,False,False,31-35,31-35_F
894067,S900,Q08,M,31-35,True,False,False,31-35,31-35_M
692964,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
173738,S900,Q11,M,31-35,True,False,False,31-35,31-35_M
942658,S900,Q08,M,26-30,True,True,False,26-30,26-30_M
138332,S1200,Q13,M,26-30,True,False,False,26-30,26-30_M
153025,Q3,Q04,F,22-25,True,False,False,22-25,22-25_F
147737,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
889579,Q1,Q01,M,31-35,True,False,False,31-35,31-35_M
113619,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
609143,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
880157,S900,Q08,M,31-35,True,False,False,31-35,31-35_M
109123,S500,Q06,M,31-35,True,True,True,31-35,31-35_M
143224,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
911849,S1200,Q13,F,31-35,True,False,False,31-35,31-35_F
907656,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
419239,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
107018,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
825654,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
704238,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
558657,S1200,Q13,M,22-25,True,False,False,22-25,22-25_M
110411,Q2,Q02,M,31-35,True,False,False,31-35,31-35_M
146331,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
206525,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
969476,S1200,Q12,M,31-35,True,False,False,31-35,31-35_M
146937,S900,Q08,F,31-35,True,True,False,31-35,31-35_F
870861,S900,Q09,M,31-35,True,False,False,31-35,31-35_M
392447,S1200,Q07,M,31-35,True,False,False,31-35,31-35_M
872562,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
100206,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
679568,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
141119,S900,Q09,M,26-30,True,False,False,26-30,26-30_M
192035,S900,Q07,F,26-30,True,False,False,26-30,26-30_F
233326,S500,Q04,M,31-35,True,True,False,31-35,31-35_M
720337,S900,Q07,M,22-25,True,False,False,22-25,22-25_M
128935,S900,Q09,M,31-35,True,True,False,31-35,31-35_M
567052,S500,Q05,M,31-35,True,False,False,31-35,31-35_M
154734,S500,Q06,M,31-35,True,False,False,31-35,31-35_M
734045,Q2,Q03,M,22-25,True,False,False,22-25,22-25_M
381543,S900,Q09,F,22-25,True,False,False,22-25,22-25_F
172130,S500,Q05,M,26-30,True,True,False,26-30,26-30_M
127933,Q3,Q03,M,31-35,True,False,False,31-35,31-35_M
894673,Q1,Q02,F,26-30,True,False,False,26-30,26-30_F
103818,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
635245,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
210112,S1200,Q11,M,22-25,True,False,False,22-25,22-25_M
130821,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
172433,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
130518,S1200,Q07,F,31-35,True,True,False,31-35,31-35_F
905147,S1200,Q13,F,36+,True,True,False,36+,36+_F
208327,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
633847,S900,Q08,F,22-25,True,False,False,22-25,22-25_F
499566,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
108121,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
211114,S900,Q06,F,26-30,True,False,False,26-30,26-30_F
672756,Q1,Q01,M,31-35,True,False,False,31-35,31-35_M
154532,S900,Q09,M,26-30,True,False,False,26-30,26-30_M
139233,S500,Q04,F,31-35,True,False,False,31-35,31-35_F
899885,Q3,Q03,F,26-30,True,True,False,26-30,26-30_F
844961,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
124422,Q2,Q03,F,31-35,True,False,False,31-35,31-35_F
581349,Q2,Q02,M,31-35,True,False,False,31-35,31-35_M
304727,S900,Q09,F,31-35,True,False,False,31-35,31-35_F
211821,S1200,Q06,M,26-30,True,False,False,26-30,26-30_M
172029,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
376247,S1200,Q13,F,26-30,True,False,False,26-30,26-30_F
529953,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
857263,Q2,Q02,M,22-25,True,False,False,22-25,22-25_M
742549,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
186545,S1200,Q13,F,31-35,True,False,False,31-35,31-35_F
943862,S1200,Q09,M,26-30,True,True,False,26-30,26-30_M
147030,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
195950,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
204622,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
729557,Q1,Q01,F,22-25,True,False,False,22-25,22-25_F
114217,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
131419,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
147636,S1200,Q10,F,22-25,True,False,False,22-25,22-25_F
205220,S500,Q05,F,26-30,True,True,False,26-30,26-30_F
118124,S900,Q07,F,31-35,True,False,False,31-35,31-35_F
966975,S900,Q12,M,22-25,True,True,False,22-25,22-25_M
280739,Q3,Q04,F,31-35,True,False,False,31-35,31-35_F
303624,S500,Q04,M,31-35,True,False,False,31-35,31-35_M
138837,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
175136,S1200,Q12,F,22-25,True,False,False,22-25,22-25_F
859671,Q1,Q02,F,31-35,True,True,False,31-35,31-35_F
366446,Q3,Q03,M,22-25,True,False,False,22-25,22-25_M
175035,S500,Q05,M,22-25,True,False,False,22-25,22-25_M
919966,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
541943,Q3,Q03,F,26-30,True,True,False,26-30,26-30_F
159138,S500,Q04,M,31-35,True,False,False,31-35,31-35_M
318637,S900,Q09,M,26-30,True,True,False,26-30,26-30_M
891667,S900,Q10,M,26-30,True,False,True,26-30,26-30_M
654350,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
204319,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
894774,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
626648,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
100610,S900,Q08,M,26-30,True,True,False,26-30,26-30_M
182739,Q1,Q01,F,26-30,True,True,False,26-30,26-30_F
361941,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
401422,S1200,Q08,F,31-35,True,True,False,31-35,31-35_F
782561,S500,Q06,F,31-35,True,True,False,31-35,31-35_F
178950,Q3,Q04,M,31-35,True,False,False,31-35,31-35_M
185442,S500,Q07,M,22-25,True,True,True,22-25,22-25_M
119126,S900,Q11,F,22-25,True,False,False,22-25,22-25_F
687163,S500,Q06,M,22-25,True,False,False,22-25,22-25_M
188145,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
461743,S1200,Q11,M,26-30,True,False,False,26-30,26-30_M
168745,S900,Q11,F,22-25,True,False,False,22-25,22-25_F
901442,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
159239,Q1,Q01,F,31-35,True,True,False,31-35,31-35_F
103515,Q1,Q02,F,26-30,True,False,False,26-30,26-30_F
135225,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
788876,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
303119,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
168139,S500,Q07,M,22-25,True,False,False,22-25,22-25_M
251833,Q3,Q03,M,31-35,True,True,False,31-35,31-35_M
130720,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
329844,S1200,Q07,M,26-30,True,False,False,26-30,26-30_M
125222,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
139637,Q2,Q03,F,31-35,True,False,False,31-35,31-35_F
153429,Q1,Q02,M,31-35,True,False,False,31-35,31-35_M
167238,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
239944,Q3,Q03,F,31-35,True,False,False,31-35,31-35_F
379657,S900,Q10,F,26-30,True,False,False,26-30,26-30_F
118932,Q1,Q02,M,26-30,True,False,False,26-30,26-30_M
390645,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
150625,S500,Q04,M,26-30,True,False,False,26-30,26-30_M
833249,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
163129,Q3,Q04,M,26-30,True,False,False,26-30,26-30_M
158843,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
173435,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
887373,Q2,Q03,F,31-35,True,False,False,31-35,31-35_F
675661,S1200,Q12,M,31-35,True,False,False,31-35,31-35_M
165638,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
412528,S500,Q04,F,31-35,True,True,False,31-35,31-35_F
585256,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
159340,Q3,Q04,M,26-30,True,False,False,26-30,26-30_M
122317,Q3,Q04,M,31-35,True,False,False,31-35,31-35_M
268850,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
180735,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
820745,S900,Q07,M,31-35,True,False,False,31-35,31-35_M
211922,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
200513,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
589567,S1200,Q13,M,22-25,True,False,False,22-25,22-25_M
107422,S500,Q07,M,22-25,True,False,False,22-25,22-25_M
683256,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
118831,S1200,Q13,M,22-25,True,False,False,22-25,22-25_M
628248,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
227533,S1200,Q08,F,31-35,True,False,False,31-35,31-35_F
132017,S900,Q08,F,22-25,True,False,False,22-25,22-25_F
195445,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
978578,Q3,Q04,F,31-35,True,False,False,31-35,31-35_F
164636,S900,Q09,M,22-25,True,True,True,22-25,22-25_M
162026,S500,Q06,F,31-35,True,False,True,31-35,31-35_F
622236,S500,Q06,M,22-25,True,False,False,22-25,22-25_M
902242,S1200,Q08,F,36+,True,False,False,36+,36+_F
479762,S500,Q04,M,22-25,True,False,False,22-25,22-25_M
194140,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
124624,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
256540,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
157942,S900,Q07,F,36+,True,False,False,36+,36+_F
555651,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
163331,S500,Q06,M,31-35,True,False,False,31-35,31-35_M
126325,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
567961,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
250427,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
274542,S1200,Q13,F,26-30,True,False,False,26-30,26-30_F
217429,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
119025,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
136833,Q2,Q02,M,31-35,True,False,False,31-35,31-35_M
481951,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
140925,S500,Q04,F,22-25,True,False,False,22-25,22-25_F
586460,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
104820,S500,Q06,F,36+,True,False,False,36+,36+_F
325129,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
198451,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
342129,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
645450,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
812746,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
415837,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
580650,S900,Q09,F,31-35,True,False,False,31-35,31-35_F
125525,Q1,Q01,F,31-35,True,True,False,31-35,31-35_F
205725,Q2,Q02,F,22-25,True,False,False,22-25,22-25_F
194746,S900,Q07,M,31-35,True,False,False,31-35,31-35_M
141826,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
